x,y
369.5994567871094,270.16326904296875
370.49053955078125,263.54168701171875
371.496826171875,256.4476623535156
372.35736083984375,250.8462677001953
373.2713317871094,245.24432373046875
374.28460693359375,239.21871948242188
375.29541015625,233.27291870117188
376.3369140625,227.15773010253906
377.2686767578125,221.0908966064453
377.877685546875,214.5185089111328
377.96484375,208.62667846679688
377.62396240234375,202.75152587890625
376.8645935058594,197.34271240234375
375.7408142089844,192.3900604248047
374.2066345214844,187.60806274414062
372.44061279296875,183.51828002929688
370.4340515136719,179.9544219970703
368.30389404296875,176.9544677734375
366.06195068359375,174.3004608154297
363.95849609375,172.15402221679688
362.0124816894531,170.37005615234375
360.1368408203125,168.80105590820312
358.221435546875,167.25071716308594
356.28533935546875,165.69276428222656
354.32391357421875,164.11488342285156
352.25396728515625,162.44895935058594
349.63916015625,160.3440704345703
347.5170593261719,158.63587951660156
344.4437561035156,156.37307739257812
341.9066467285156,154.61138916015625
338.57037353515625,152.34539794921875
335.9449462890625,150.5797576904297
333.1101989746094,148.90379333496094
329.40142822265625,146.9501495361328
325.67010498046875,145.2291717529297
321.8191223144531,143.61607360839844
317.8529357910156,142.03382873535156
313.9599609375,140.50892639160156
309.9254150390625,139.1943359375
305.6913757324219,138.12918090820312
300.7233581542969,137.20718383789062
295.5499267578125,136.41592407226562
291.08648681640625,135.8715362548828
285.75738525390625,135.70437622070312
281.2787780761719,135.9334259033203
276.3067321777344,136.55784606933594
271.9880676269531,137.29473876953125
266.7286682128906,138.29122924804688
261.33453369140625,139.49407958984375
256.2038879394531,141.17697143554688
251.39578247070312,143.28683471679688
246.647216796875,146.02976989746094
242.1676483154297,149.35647583007812
238.09629821777344,153.1871795654297
234.61233520507812,157.28964233398438
231.52688598632812,161.85885620117188
228.9658203125,166.6929473876953
226.95452880859375,171.62025451660156
225.43568420410156,176.6131591796875
224.5313262939453,180.82081604003906
223.910400390625,185.78822326660156
223.77610778808594,189.77183532714844
224.03016662597656,193.7609405517578
224.5685272216797,197.22222900390625
225.44735717773438,200.5816192626953
226.65501403808594,203.84371948242188
228.10003662109375,207.15106201171875
229.65927124023438,210.5164794921875
231.2929229736328,213.99661254882812
233.03921508789062,217.6843719482422
234.9141387939453,221.31800842285156
236.93031311035156,225.02923583984375
239.02708435058594,228.78565979003906
241.3155059814453,232.85023498535156
243.58328247070312,236.86959838867188
245.99278259277344,241.13885498046875
248.34190368652344,245.30052185058594
250.70919799804688,249.49330139160156
253.5026092529297,254.43869018554688
256.4186096191406,259.6564025878906
258.5988464355469,264.1071472167969
260.5469970703125,268.91802978515625
261.96099853515625,273.712890625
262.7418212890625,277.7627868652344
263.07806396484375,281.7047119140625
262.9486083984375,286.1067810058594
262.68707275390625,289.8000183105469
262.39068603515625,293.96612548828125
261.9527587890625,297.6902160644531
261.19671630859375,302.0593566894531
260.1588134765625,306.3678894042969
259.0828857421875,310.20611572265625
257.7669982910156,314.6037292480469
256.34442138671875,319.19720458984375
254.85987854003906,323.1890869140625
252.8432159423828,327.80303955078125
250.53656005859375,332.3972473144531
248.2482147216797,336.5999450683594
245.72085571289062,340.67413330078125
242.85089111328125,344.7399597167969
239.71473693847656,348.56011962890625
236.38339233398438,352.1929931640625
232.9265899658203,355.7054748535156
229.173583984375,359.3828125
225.0965576171875,362.93115234375
220.5899200439453,366.2059020996094
215.77520751953125,369.0881652832031
210.76499938964844,371.5308532714844
205.2684783935547,373.7776794433594
199.61468505859375,375.8995361328125
193.58001708984375,378.1199645996094
187.7560272216797,380.2674255371094
182.04165649414062,382.26397705078125
175.8382568359375,384.1578369140625
169.28175354003906,385.84954833984375
162.572021484375,387.3697814941406
156.08847045898438,388.7455139160156
149.27642822265625,389.9194030761719
142.78170776367188,390.6740417480469
135.7101287841797,391.079833984375
128.69044494628906,391.1361999511719
121.5731201171875,391.0103759765625
115.53414916992188,390.8526611328125
107.21736145019531,390.6236572265625
100.17610931396484,390.4372863769531
92.39618682861328,390.241943359375
85.66452026367188,390.07958984375
78.16600036621094,389.9036560058594
70.76836395263672,389.73236083984375
63.93907165527344,389.5741271972656
57.21042251586914,389.4161682128906
49.60306930541992,389.2342834472656
43.01494598388672,389.07464599609375
35.61323928833008,388.8944091796875
28.02014923095703,388.709716796875
20.48246955871582,388.5276794433594
13.871724128723145,388.3666076660156
6.315731048583984,387.92437744140625
-0.14109580218791962,387.2091369628906
-6.304429054260254,386.18194580078125
-12.550027847290039,384.7230529785156
-18.2696590423584,382.9998779296875
-24.51702308654785,381.3141174316406
-30.004247665405273,380.4100341796875
-35.09762191772461,380.00537109375
-39.867340087890625,379.9068298339844
-44.10354995727539,380.0788269042969
-47.72249984741211,380.5025939941406
-50.95220947265625,381.11358642578125
-53.66190719604492,381.74237060546875
-56.01559829711914,382.3614501953125
-57.81940841674805,382.5586242675781
-59.01081466674805,382.4162902832031
-60.15043258666992,382.1313171386719
-61.28422546386719,381.87701416015625
-62.5748176574707,381.61669921875
-63.931575775146484,381.0762939453125
-65.23162078857422,380.2106628417969
-66.67179107666016,379.29791259765625
-68.35723114013672,378.2298889160156
-70.26129913330078,377.0254211425781
-72.18521118164062,375.8098449707031
-73.95697784423828,374.6911926269531
-76.15988159179688,373.3009948730469
-78.56480407714844,371.7840270996094
-81.1727294921875,370.1394348144531
-83.38040161132812,368.7478332519531
-86.1419906616211,367.0076599121094
-89.00900268554688,365.20172119140625
-92.07707977294922,363.2644958496094
-94.73933410644531,361.410888671875
-97.49254608154297,359.37823486328125
-100.72183990478516,356.90570068359375
-103.51459503173828,354.74505615234375
-106.9931411743164,352.04931640625
-110.60553741455078,349.224609375
-113.66344451904297,346.4881286621094
-116.55747985839844,343.57147216796875
-119.46279907226562,340.35186767578125
-122.49516296386719,336.8455810546875
-125.52986145019531,333.2929992675781
-128.76158142089844,329.5035400390625
-131.99159240722656,325.71978759765625
-135.93045043945312,321.0680847167969
-138.89724731445312,317.0892639160156
-141.30848693847656,313.4013977050781
-144.25167846679688,308.1966857910156
-146.54205322265625,303.7286071777344
-149.2866668701172,298.1652526855469
-152.01507568359375,292.5780944824219
-155.0093536376953,286.44940185546875
-158.12525939941406,279.8515319824219
-160.66981506347656,274.0261535644531
-163.18780517578125,267.8471374511719
-166.39732360839844,259.6680603027344
-169.0141143798828,252.64276123046875
-171.22740173339844,245.55067443847656
-173.0640411376953,237.97720336914062
-174.3999786376953,230.02691650390625
-175.17913818359375,222.04937744140625
-175.72015380859375,213.82640075683594
-176.37057495117188,205.71324157714844
-177.51324462890625,195.7923126220703
-178.4075164794922,187.79165649414062
-178.8977508544922,179.57167053222656
-178.85081481933594,170.7451934814453
-178.2367706298828,162.14825439453125
-177.23597717285156,153.1112823486328
-176.42111206054688,144.36122131347656
-177.99057006835938,135.49053955078125
-178.92333984375,126.4262466430664
-179.09494018554688,117.49853515625
-180.37660217285156,108.45696258544922
-181.69883728027344,99.12852478027344
-182.01315307617188,90.03083038330078
-183.80003356933594,80.20000457763672
