x,y
383.4864807128906,-68.11273956298828
388.8591003417969,-65.09078216552734
394.96783447265625,-61.115272521972656
400.6537780761719,-56.77704620361328
405.3513488769531,-52.71378707885742
410.60443115234375,-47.750614166259766
415.97967529296875,-42.46856689453125
421.3171081542969,-37.141361236572266
426.5826721191406,-31.449913024902344
431.45172119140625,-25.64204978942871
435.65472412109375,-20.1680908203125
440.2245178222656,-13.852514266967773
444.8634948730469,-7.250400066375732
448.96978759765625,-1.355989933013916
453.5687255859375,5.248146057128906
458.29779052734375,12.026853561401367
462.3704528808594,17.853721618652344
467.33905029296875,24.95232582092285
471.4176940917969,30.77330207824707
476.4526062011719,37.95354461669922
481.44256591796875,45.06482696533203
486.39215087890625,52.11418151855469
491.3780822753906,59.21106719970703
496.2998046875,66.21229553222656
501.29840087890625,73.31876373291016
506.2408142089844,80.38512420654297
511.2259216308594,87.71198272705078
515.8282470703125,94.73043823242188
520.5962524414062,102.30194854736328
524.4550170898438,108.8099594116211
528.4749145507812,116.31159973144531
531.6283569335938,122.98477935791016
534.4346923828125,129.62960815429688
537.3329467773438,137.1245880126953
539.8612670898438,143.9937286376953
542.2291870117188,150.56459045410156
544.8597412109375,158.34999084472656
547.0020751953125,165.5611114501953
548.7723999023438,173.14385986328125
549.7939453125,179.7078857421875
550.2962036132812,186.27267456054688
550.2713623046875,192.54226684570312
549.7362060546875,198.76878356933594
548.9747314453125,204.67385864257812
548.3290405273438,210.52825927734375
547.9046020507812,216.34097290039062
547.6288452148438,222.1827850341797
547.5292358398438,227.9466552734375
547.7062377929688,234.7982177734375
548.1693725585938,241.49655151367188
548.7824096679688,248.21791076660156
549.1798095703125,254.39547729492188
549.3583984375,262.0933837890625
549.2332763671875,268.3201599121094
548.7553100585938,275.30535888671875
547.9472045898438,282.4018249511719
546.8707275390625,289.7119445800781
545.781494140625,296.73956298828125
544.8504638671875,303.604248046875
544.0968627929688,310.49462890625
543.5715942382812,316.5908508300781
543.1437377929688,323.2623291015625
542.9069213867188,328.1669921875
542.405029296875,333.7591857910156
541.5321044921875,338.9747314453125
540.1007080078125,343.94964599609375
538.3345336914062,348.1865234375
535.9353637695312,352.4117126464844
533.776611328125,355.4742431640625
530.8057250976562,359.0040283203125
527.4608764648438,362.3185119628906
523.624267578125,365.5162658691406
519.1571044921875,368.65643310546875
514.6659545898438,371.4928283691406
510.5309143066406,373.9874572753906
506.1119079589844,376.35211181640625
500.9476013183594,378.5592041015625
496.2215881347656,380.1008605957031
490.2945861816406,381.4367370605469
485.0484313964844,382.190185546875
479.4875793457031,382.7492980957031
473.5548400878906,383.1446838378906
467.49810791015625,383.2063903808594
461.5231018066406,382.8478088378906
454.9602355957031,381.95794677734375
449.38897705078125,380.86322021484375
443.8315124511719,379.5832824707031
436.6970520019531,377.8409729003906
429.9974060058594,375.95452880859375
424.1715087890625,373.8588562011719
418.0603942871094,371.125732421875
412.0107421875,367.77099609375
406.48138427734375,364.0830078125
401.2877502441406,360.0807800292969
396.6326599121094,356.12786865234375
392.2945251464844,352.1388244628906
388.6355895996094,348.2186584472656
385.46923828125,344.08819580078125
382.99365234375,340.0121154785156
381.2205810546875,336.0792541503906
379.80035400390625,332.05523681640625
378.3330078125,327.97332763671875
376.55987548828125,323.8180847167969
374.6504211425781,319.59478759765625
373.1291809082031,315.3826904296875
371.8762512207031,311.00341796875
370.8296813964844,306.28546142578125
370.0658874511719,301.5624084472656
369.4407043457031,296.5653381347656
368.8845520019531,291.4097900390625
368.54534912109375,286.1415100097656
368.5879211425781,280.7002868652344
368.97198486328125,275.52642822265625
